"timestamp","symbol","base","price"
"2018-04-11 00:00:00+00","OAX","USD","0.499300000000000000"
"2018-04-11 00:00:00+00","REQ","USD","0.158300000000000000"
"2018-04-11 00:00:00+00","ENG","USD","1.410000000000000000"
"2018-04-11 00:00:00+00","AST","USD","0.268000000000000000"
"2018-04-11 00:00:00+00","KIN","USD","0.000107100000000000"
"2018-04-11 00:00:00+00","SUB","USD","0.399100000000000000"
"2018-04-11 00:00:00+00","AIR","USD","0.006416000000000000"
"2018-04-11 00:00:00+00","WTC","USD","8.650000000000000000"
"2018-04-11 00:00:00+00","MANA","USD","0.076700000000000000"
"2018-04-11 00:00:00+00","EMB","USD","0.000026130000000000"
"2018-04-11 00:00:00+00","NEWB","USD","0.002804000000000000"
"2018-04-11 00:00:00+00","QSP","USD","0.126600000000000000"
"2018-04-11 00:00:00+00","DOV","USD","0.066300000000000000"
"2018-04-11 00:00:00+00","ICX","USD","2.140000000000000000"
"2018-04-11 00:00:00+00","ARN","USD","0.972500000000000000"
"2018-04-18 00:00:00+00","WETHD","USD","0.000000000000000000"
"2018-04-18 00:00:00+00","MKRD","USD","0.000000000000000000"
"2018-04-18 00:00:00+00","OMG","USD","14.220000000000000000"
"2018-04-18 00:00:00+00","PAY","USD","1.200000000000000000"
"2018-04-18 00:00:00+00","ANT","USD","3.230000000000000000"
"2018-04-18 00:00:00+00","BNT","USD","3.220000000000000000"
"2018-04-18 00:00:00+00","DNT","USD","0.072660000000000000"
"2018-04-18 00:00:00+00","SNGLS","USD","0.089820000000000000"
"2018-04-18 00:00:00+00","FUN","USD","0.039530000000000000"
"2018-04-18 00:00:00+00","EDG","USD","0.597200000000000000"
"2018-04-18 00:00:00+00","CFI","USD","0.085560000000000000"
"2018-04-18 00:00:00+00","TKN","USD","1.130000000000000000"
"2018-04-18 00:00:00+00","TAAS","USD","5.140000000000000000"
"2018-04-18 00:00:00+00","ROL","USD","0.000000000000000000"
"2018-04-18 00:00:00+00","TRST","USD","0.210900000000000000"
"2018-04-18 00:00:00+00","NMR","USD","14.200000000000000000"
"2018-04-18 00:00:00+00","SAN","USD","1.280000000000000000"
"2018-04-18 00:00:00+00","KNC","USD","1.390000000000000000"
"2018-04-18 00:00:00+00","WGNT","USD","0.000000000000000000"
"2018-04-18 00:00:00+00","ADT","USD","0.045040000000000000"
"2018-04-18 00:00:00+00","FUCK","USD","0.000949700000000000"
"2018-04-18 00:00:00+00","LINK","USD","0.420600000000000000"
"2018-04-18 00:00:00+00","AIR","USD","0.007658000000000000"
"2018-04-18 00:00:00+00","SALT","USD","2.800000000000000000"
"2018-04-18 00:00:00+00","NEWB","USD","0.002928000000000000"
"2018-04-18 00:00:00+00","UKG","USD","0.207800000000000000"
"2018-04-18 00:00:00+00","CAT","USD","0.518300000000000000"
"2018-04-18 00:00:00+00","TIX","USD","0.460200000000000000"
"2018-04-18 00:00:00+00","BNTY","USD","0.059390000000000000"
"2018-04-18 00:00:00+00","CRED","USD","0.162300000000000000"
"2018-04-18 00:00:00+00","WETH","USD","502.470000000000000000"
"2018-04-18 00:00:00+00","GUP","USD","0.404100000000000000"
"2018-04-18 00:00:00+00","RDN","USD","0.000000000000000000"
"2018-04-18 00:00:00+00","TAU","USD","0.083900000000000000"
"2018-04-18 00:00:00+00","FDX","USD","0.120600000000000000"
"2018-04-18 00:00:00+00","LNK","USD","45.220000000000000000"
"2018-04-23 00:00:00+00","MKRD","USD","0.000000000000000000"
"2018-04-23 00:00:00+00","REP","USD","39.890000000000000000"
"2018-04-23 00:00:00+00","MLN","USD","65.900000000000000000"
"2018-04-23 00:00:00+00","QTUM","USD","19.100000000000000000"
"2018-04-23 00:00:00+00","OMG","USD","15.170000000000000000"
"2018-04-23 00:00:00+00","ICN","USD","1.490000000000000000"
"2018-04-23 00:00:00+00","EOS","USD","11.330000000000000000"
"2018-04-23 00:00:00+00","DNT","USD","0.107900000000000000"
"2018-04-23 00:00:00+00","ANT","USD","3.980000000000000000"
"2018-04-23 00:00:00+00","SNGLS","USD","0.095490000000000000"
"2018-04-23 00:00:00+00","FUN","USD","0.046600000000000000"
"2018-04-23 00:00:00+00","1ST","USD","0.381600000000000000"
"2018-04-23 00:00:00+00","EDG","USD","0.698000000000000000"
"2018-04-23 00:00:00+00","NMR","USD","17.800000000000000000"
"2018-04-23 00:00:00+00","KNC","USD","1.700000000000000000"
"2018-04-23 00:00:00+00","SAN","USD","1.750000000000000000"
"2018-04-23 00:00:00+00","WGNT","USD","0.000000000000000000"
"2018-04-23 00:00:00+00","ADT","USD","0.056550000000000000"
"2018-04-23 00:00:00+00","OAX","USD","0.699500000000000000"
"2018-04-23 00:00:00+00","FUCK","USD","0.017390000000000000"
"2018-04-23 00:00:00+00","LINK","USD","0.498300000000000000"
"2018-04-23 00:00:00+00","REQ","USD","0.228900000000000000"
"2018-04-23 00:00:00+00","AST","USD","0.501700000000000000"
"2018-04-23 00:00:00+00","ENG","USD","2.560000000000000000"
"2018-04-23 00:00:00+00","KIN","USD","0.000217300000000000"
"2017-10-27 00:00:00+00","IND","USD","0.054680000000000000"
"2017-10-27 00:00:00+00","MLN","USD","59.370000000000000000"
"2018-01-02 00:00:00+00","EBTC","USD","0.456800000000000000"
"2018-01-02 00:00:00+00","QSP","USD","0.423000000000000000"
"2018-01-02 00:00:00+00","UKG","USD","0.715100000000000000"
"2018-01-02 00:00:00+00","TAU","USD","0.000000000000000000"
"2018-01-02 00:00:00+00","BLT","USD","0.000000000000000000"
"2018-01-02 00:00:00+00","HDG","USD","5.560000000000000000"
"2018-01-02 00:00:00+00","DATA","USD","0.239900000000000000"
"2018-01-02 00:00:00+00","MKR","USD","1034.360000000000000000"
"2018-01-02 00:00:00+00","ICX","USD","5.950000000000000000"
"2018-01-03 00:00:00+00","WETHD","USD","0.000000000000000000"
"2018-03-03 00:00:00+00","ICX","USD","3.280000000000000000"
"2018-03-03 00:00:00+00","POW","USD","0.000145600000000000"
"2017-10-01 00:00:00+00","VDOC","USD","0.000000000000000000"
"2017-11-23 01:00:00+00","EQC","USD","0.000000000000000000"
"2017-10-01 00:00:00+00","GEE","USD","0.000000000000000000"
"2017-10-01 00:00:00+00","HGT","USD","0.000000000000000000"
"2017-10-01 00:00:00+00","EDU","USD","0.000000000000000000"
"2017-10-01 00:00:00+00","TIME","USD","20.430000000000000000"
"2017-10-01 00:00:00+00","SWT","USD","1.910000000000000000"
"2018-03-23 00:00:00+00","WETHD","USD","0.000000000000000000"
"2018-03-23 00:00:00+00","MKRD","USD","0.000000000000000000"
"2018-03-23 00:00:00+00","ZRX","USD","0.588400000000000000"
"2018-03-23 00:00:00+00","REP","USD","35.200000000000000000"
"2018-03-23 00:00:00+00","DGD","USD","359.000000000000000000"
"2018-03-23 00:00:00+00","LUN","USD","11.000000000000000000"
"2018-03-23 00:00:00+00","MLN","USD","70.540000000000000000"
"2018-03-23 00:00:00+00","QTUM","USD","19.240000000000000000"
"2018-03-23 00:00:00+00","OMG","USD","11.430000000000000000"
"2018-03-23 00:00:00+00","PAY","USD","1.160000000000000000"
"2018-03-23 00:00:00+00","EOS","USD","6.860000000000000000"
"2018-03-23 00:00:00+00","MCO","USD","6.360000000000000000"
"2018-03-23 00:00:00+00","MTL","USD","4.470000000000000000"
"2018-03-23 00:00:00+00","LINK","USD","0.425000000000000000"
"2018-03-23 00:00:00+00","REQ","USD","0.224500000000000000"
"2018-03-23 00:00:00+00","AST","USD","0.295400000000000000"
"2018-03-23 00:00:00+00","ENG","USD","1.900000000000000000"
"2018-03-23 00:00:00+00","KIN","USD","0.000172700000000000"
"2018-03-23 00:00:00+00","SUB","USD","0.428900000000000000"
"2018-03-23 00:00:00+00","AIR","USD","0.011150000000000000"
"2018-03-23 00:00:00+00","WTC","USD","12.930000000000000000"
"2018-03-23 00:00:00+00","SALT","USD","2.990000000000000000"
"2018-03-23 00:00:00+00","PPT","USD","14.780000000000000000"
"2018-03-23 00:00:00+00","POE","USD","0.033630000000000000"
"2018-03-23 00:00:00+00","MANA","USD","0.088400000000000000"
"2018-03-23 00:00:00+00","PTOY","USD","0.137900000000000000"
"2018-03-23 00:00:00+00","FUEL","USD","0.065950000000000000"
"2018-03-23 00:00:00+00","RCN","USD","0.096000000000000000"
"2018-03-23 00:00:00+00","NEWB","USD","0.004368000000000000"
"2018-03-23 00:00:00+00","EMB","USD","0.000031200000000000"
"2018-03-23 00:00:00+00","EBTC","USD","0.338000000000000000"
"2018-03-23 00:00:00+00","QSP","USD","0.149300000000000000"
"2018-03-23 00:00:00+00","CAT","USD","0.540100000000000000"
"2018-03-23 00:00:00+00","UKG","USD","0.188200000000000000"
"2018-03-23 00:00:00+00","SPANK","USD","0.132700000000000000"
"2018-03-23 00:00:00+00","BLT","USD","0.404200000000000000"
"2018-03-23 00:00:00+00","TKR","USD","0.032380000000000000"
"2018-03-23 00:00:00+00","MTX","USD","0.314500000000000000"
"2018-03-23 00:00:00+00","RVT","USD","0.515400000000000000"
"2018-03-23 00:00:00+00","AION","USD","2.970000000000000000"
"2018-03-23 00:00:00+00","LEND","USD","0.050930000000000000"
"2018-03-23 00:00:00+00","EQC","USD","0.000000000000000000"
"2018-03-23 00:00:00+00","WLK","USD","0.000000000000000000"
"2018-03-23 00:00:00+00","DOV","USD","0.064750000000000000"
"2018-03-23 00:00:00+00","RHOC","USD","1.170000000000000000"
"2018-03-23 00:00:00+00","ICX","USD","3.600000000000000000"
"2018-04-02 00:00:00+00","DGD","USD","221.060000000000000000"
"2018-04-02 00:00:00+00","QTUM","USD","13.350000000000000000"
"2018-04-02 00:00:00+00","OMG","USD","8.070000000000000000"
"2018-04-02 00:00:00+00","REP","USD","24.330000000000000000"
"2018-04-02 00:00:00+00","MLN","USD","46.480000000000000000"
"2018-04-02 00:00:00+00","PAY","USD","0.846400000000000000"
"2018-04-02 00:00:00+00","ICN","USD","0.713700000000000000"
"2018-04-02 00:00:00+00","SNT","USD","0.082910000000000000"
"2018-04-02 00:00:00+00","BAT","USD","0.185500000000000000"
"2018-04-02 00:00:00+00","ANT","USD","2.210000000000000000"
"2018-04-02 00:00:00+00","STORJ","USD","0.625400000000000000"
"2018-04-02 00:00:00+00","SNGLS","USD","0.053410000000000000"
"2018-04-02 00:00:00+00","FUN","USD","0.029800000000000000"
"2018-04-02 00:00:00+00","1ST","USD","0.160200000000000000"
"2018-04-02 00:00:00+00","EDG","USD","0.475300000000000000"
"2018-04-02 00:00:00+00","CFI","USD","0.051640000000000000"
"2018-04-02 00:00:00+00","TAAS","USD","3.800000000000000000"
"2018-04-02 00:00:00+00","TKN","USD","0.777500000000000000"
"2018-04-02 00:00:00+00","PPT","USD","11.390000000000000000"
"2018-04-02 00:00:00+00","SUB","USD","0.326800000000000000"
"2018-04-02 00:00:00+00","WTC","USD","9.370000000000000000"
"2018-04-02 00:00:00+00","POE","USD","0.024290000000000000"
"2018-04-02 00:00:00+00","PTOY","USD","0.100800000000000000"
"2018-04-02 00:00:00+00","FUEL","USD","0.055180000000000000"
"2018-04-02 00:00:00+00","MANA","USD","0.067220000000000000"
"2018-04-02 00:00:00+00","RCN","USD","0.075800000000000000"
"2018-04-02 00:00:00+00","TIX","USD","0.262500000000000000"
"2018-04-02 00:00:00+00","BLT","USD","0.264200000000000000"
"2018-04-02 00:00:00+00","HDG","USD","5.280000000000000000"
"2018-04-02 00:00:00+00","LNK","USD","35.840000000000000000"
"2018-04-02 00:00:00+00","ELF","USD","0.518600000000000000"
"2018-04-02 00:00:00+00","DOV","USD","0.060770000000000000"
"2018-04-02 00:00:00+00","RHOC","USD","0.962900000000000000"
"2018-04-02 00:00:00+00","MKR","USD","483.140000000000000000"
"2018-04-02 00:00:00+00","ICX","USD","2.080000000000000000"
"2018-04-02 00:00:00+00","POW","USD","0.000000000000000000"
"2018-04-11 00:00:00+00","STORJ","USD","0.748900000000000000"
"2018-04-11 00:00:00+00","DNT","USD","0.059980000000000000"
"2018-04-11 00:00:00+00","BNT","USD","2.500000000000000000"
"2018-04-11 00:00:00+00","CVC","USD","0.243700000000000000"
"2018-04-18 00:00:00+00","ZRX","USD","0.833700000000000000"
"2018-04-18 00:00:00+00","REP","USD","29.030000000000000000"
"2018-04-18 00:00:00+00","DGD","USD","235.390000000000000000"
"2018-04-18 00:00:00+00","LUN","USD","10.360000000000000000"
